name,type,town,hire_rate,positive_value_1,positive_value_2,positive_value_3,negative_value_1,negative_value_2,negative_value_3,industry,website
Company B,Technology,Bayamon,Medium,Innovative,Convenient,Reliable,Slow,Slow,Expensive,Retail,Null
Company E,Healthcare,Bayamon,Medium,Reliable,Trustworthy,Reliable,Noisy,Noisy,Slow,Healthcare,https://www.example.com
Company C,Finance,Bayamon,Medium,Trustworthy,Convenient,Reliable,Inconvenient,Complex,Inconvenient,Retail,https://www.example.com
Company C,Restaurant,Bayamon,Medium,Innovative,Innovative,Professional,Noisy,Inconvenient,Noisy,Healthcare,Null
Company E,Finance,Caguas,High,Reliable,Reliable,Innovative,Slow,Complex,Expensive,Healthcare,https://www.example.com
Company E,Finance,Guaynabo,Low,Reliable,Innovative,Trustworthy,Slow,Inconvenient,Complex,Technology,https://www.example.com
Company C,Healthcare,Ponce,High,Convenient,Reliable,Professional,Complex,Inconvenient,Expensive,Hospitality,https://www.example.com
Company A,Retail,Ponce,Low,Reliable,Reliable,Convenient,Complex,Slow,Expensive,Finance,https://www.example.com
Company A,Technology,San Juan,Medium,Reliable,Convenient,Reliable,Noisy,Noisy,Noisy,Finance,https://www.example.com
Company A,Restaurant,Bayamon,Medium,Reliable,Trustworthy,Professional,Slow,Slow,Inconvenient,Finance,Null
Company D,Restaurant,Bayamon,Medium,Trustworthy,Reliable,Professional,Complex,Complex,Complex,Finance,Null
Company E,Healthcare,Guaynabo,Low,Professional,Reliable,Reliable,Expensive,Complex,Inconvenient,Healthcare,Null
Company A,Restaurant,Ponce,Medium,Reliable,Innovative,Innovative,Complex,Slow,Noisy,Finance,Null
Company E,Finance,Caguas,High,Reliable,Professional,Reliable,Inconvenient,Noisy,Noisy,Retail,Null
Company A,Retail,San Juan,High,Professional,Convenient,Reliable,Inconvenient,Noisy,Complex,Healthcare,Null
Company D,Retail,San Juan,High,Professional,Convenient,Professional,Slow,Complex,Slow,Finance,https://www.example.com
Company C,Finance,Bayamon,Low,Innovative,Professional,Reliable,Inconvenient,Expensive,Inconvenient,Healthcare,https://www.example.com
Company A,Restaurant,Guaynabo,Low,Professional,Professional,Innovative,Complex,Noisy,Expensive,Hospitality,Null
Company E,Restaurant,Guaynabo,Medium,Innovative,Trustworthy,Reliable,Inconvenient,Inconvenient,Complex,Finance,Null
Company E,Restaurant,Bayamon,Low,Trustworthy,Convenient,Innovative,Inconvenient,Noisy,Slow,Hospitality,https://www.example.com
Company B,Restaurant,San Juan,Low,Reliable,Convenient,Professional,Complex,Inconvenient,Inconvenient,Retail,Null
Company B,Finance,Caguas,Low,Reliable,Professional,Professional,Slow,Expensive,Inconvenient,Technology,Null
Company B,Technology,Guaynabo,Medium,Professional,Professional,Trustworthy,Inconvenient,Inconvenient,Complex,Technology,Null
Company E,Technology,Ponce,High,Trustworthy,Innovative,Convenient,Inconvenient,Slow,Expensive,Finance,Null
Company D,Restaurant,Caguas,Medium,Convenient,Professional,Trustworthy,Noisy,Slow,Noisy,Technology,https://www.example.com
Company D,Restaurant,Ponce,Medium,Reliable,Trustworthy,Trustworthy,Complex,Complex,Inconvenient,Healthcare,https://www.example.com
Company A,Retail,Bayamon,High,Trustworthy,Convenient,Convenient,Slow,Complex,Expensive,Finance,Null
Company E,Technology,Bayamon,Medium,Professional,Trustworthy,Trustworthy,Inconvenient,Complex,Inconvenient,Healthcare,Null
Company C,Technology,San Juan,High,Trustworthy,Convenient,Innovative,Inconvenient,Noisy,Complex,Retail,https://www.example.com
Company D,Technology,San Juan,High,Convenient,Innovative,Innovative,Noisy,Complex,Noisy,Finance,Null
Company B,Finance,Caguas,Medium,Innovative,Reliable,Professional,Complex,Expensive,Noisy,Technology,Null
Company D,Healthcare,Ponce,High,Reliable,Trustworthy,Convenient,Complex,Expensive,Expensive,Hospitality,Null
Company E,Healthcare,Guaynabo,High,Reliable,Convenient,Trustworthy,Complex,Expensive,Noisy,Finance,https://www.example.com
Company A,Restaurant,Caguas,High,Convenient,Professional,Convenient,Complex,Slow,Complex,Hospitality,Null
Company C,Retail,Bayamon,Low,Innovative,Trustworthy,Innovative,Expensive,Inconvenient,Complex,Hospitality,https://www.example.com
Company C,Healthcare,Caguas,High,Professional,Professional,Trustworthy,Noisy,Inconvenient,Noisy,Healthcare,https://www.example.com
Company C,Finance,San Juan,Medium,Trustworthy,Innovative,Trustworthy,Expensive,Expensive,Expensive,Finance,https://www.example.com
Company E,Retail,Ponce,Low,Innovative,Convenient,Reliable,Noisy,Noisy,Expensive,Finance,Null
Company D,Finance,Ponce,Low,Convenient,Innovative,Convenient,Expensive,Complex,Slow,Technology,https://www.example.com
Company B,Technology,Ponce,Low,Convenient,Innovative,Reliable,Expensive,Noisy,Complex,Hospitality,https://www.example.com
Company B,Finance,Ponce,Low,Professional,Trustworthy,Reliable,Slow,Expensive,Expensive,Retail,Null
Company E,Finance,Caguas,Medium,Professional,Convenient,Professional,Noisy,Slow,Inconvenient,Hospitality,https://www.example.com
Company E,Technology,Caguas,High,Professional,Trustworthy,Trustworthy,Inconvenient,Expensive,Expensive,Retail,https://www.example.com
Company E,Healthcare,Guaynabo,High,Innovative,Convenient,Innovative,Expensive,Inconvenient,Slow,Retail,https://www.example.com
Company C,Technology,Caguas,High,Convenient,Convenient,Convenient,Slow,Slow,Complex,Finance,https://www.example.com
Company C,Finance,Bayamon,Low,Trustworthy,Convenient,Convenient,Slow,Expensive,Expensive,Retail,https://www.example.com
Company D,Healthcare,Bayamon,High,Professional,Professional,Innovative,Inconvenient,Noisy,Slow,Healthcare,https://www.example.com
Company B,Retail,Ponce,Medium,Professional,Convenient,Trustworthy,Complex,Slow,Slow,Finance,https://www.example.com
Company B,Healthcare,Ponce,Low,Innovative,Professional,Convenient,Complex,Noisy,Slow,Technology,Null
Company B,Technology,Ponce,Medium,Convenient,Trustworthy,Trustworthy,Expensive,Complex,Complex,Hospitality,https://www.example.com
Company A,Healthcare,Bayamon,Medium,Professional,Trustworthy,Professional,Complex,Noisy,Inconvenient,Finance,Null
Company D,Technology,Ponce,High,Reliable,Trustworthy,Reliable,Expensive,Expensive,Inconvenient,Technology,https://www.example.com
Company E,Healthcare,Caguas,High,Reliable,Professional,Convenient,Noisy,Expensive,Noisy,Hospitality,https://www.example.com
Company D,Retail,Bayamon,Low,Convenient,Innovative,Innovative,Complex,Expensive,Inconvenient,Retail,https://www.example.com
Company C,Restaurant,Guaynabo,Low,Reliable,Convenient,Innovative,Inconvenient,Complex,Expensive,Retail,https://www.example.com
Company E,Finance,Ponce,Medium,Reliable,Professional,Professional,Noisy,Complex,Slow,Hospitality,Null
Company E,Healthcare,Guaynabo,Low,Reliable,Innovative,Trustworthy,Complex,Noisy,Complex,Hospitality,https://www.example.com
Company E,Finance,Caguas,Low,Trustworthy,Trustworthy,Reliable,Expensive,Complex,Complex,Retail,Null
Company E,Restaurant,Ponce,Medium,Reliable,Convenient,Convenient,Complex,Slow,Noisy,Retail,https://www.example.com
Company B,Healthcare,Ponce,Medium,Trustworthy,Trustworthy,Trustworthy,Slow,Slow,Noisy,Technology,https://www.example.com
Company A,Retail,Bayamon,Low,Convenient,Innovative,Innovative,Complex,Inconvenient,Complex,Retail,Null
Company C,Retail,Bayamon,High,Professional,Professional,Trustworthy,Slow,Inconvenient,Expensive,Retail,https://www.example.com
Company D,Retail,Bayamon,Medium,Trustworthy,Trustworthy,Reliable,Expensive,Expensive,Inconvenient,Hospitality,https://www.example.com
Company D,Restaurant,Bayamon,High,Professional,Professional,Professional,Complex,Slow,Inconvenient,Finance,https://www.example.com
Company B,Technology,Caguas,Medium,Innovative,Trustworthy,Convenient,Complex,Expensive,Slow,Hospitality,Null
Company E,Restaurant,Bayamon,Low,Convenient,Convenient,Reliable,Expensive,Slow,Complex,Hospitality,https://www.example.com
Company A,Technology,San Juan,High,Trustworthy,Professional,Trustworthy,Noisy,Inconvenient,Inconvenient,Hospitality,https://www.example.com
Company C,Restaurant,Ponce,Low,Convenient,Innovative,Convenient,Expensive,Noisy,Slow,Hospitality,Null
Company C,Finance,San Juan,Low,Professional,Professional,Reliable,Slow,Noisy,Noisy,Healthcare,Null
Company E,Finance,Ponce,High,Trustworthy,Professional,Trustworthy,Complex,Noisy,Noisy,Technology,Null
Company E,Finance,Guaynabo,Medium,Reliable,Innovative,Convenient,Expensive,Inconvenient,Slow,Finance,Null
Company E,Healthcare,Caguas,Low,Convenient,Innovative,Professional,Expensive,Complex,Slow,Healthcare,https://www.example.com
Company C,Restaurant,Guaynabo,High,Trustworthy,Professional,Innovative,Inconvenient,Slow,Slow,Technology,https://www.example.com
Company C,Technology,Caguas,Low,Reliable,Convenient,Professional,Inconvenient,Expensive,Expensive,Technology,https://www.example.com
Company A,Healthcare,Ponce,Low,Innovative,Trustworthy,Convenient,Expensive,Complex,Complex,Finance,Null
Company E,Restaurant,Caguas,Low,Trustworthy,Convenient,Professional,Inconvenient,Inconvenient,Inconvenient,Technology,Null
Company B,Technology,Guaynabo,Medium,Professional,Trustworthy,Trustworthy,Inconvenient,Expensive,Complex,Healthcare,https://www.example.com
Company B,Healthcare,Ponce,High,Innovative,Reliable,Convenient,Noisy,Expensive,Expensive,Retail,https://www.example.com
Company D,Restaurant,San Juan,Low,Trustworthy,Trustworthy,Convenient,Inconvenient,Expensive,Expensive,Hospitality,Null
Company C,Healthcare,Ponce,High,Convenient,Reliable,Trustworthy,Slow,Slow,Slow,Healthcare,Null
Company C,Finance,Caguas,Medium,Convenient,Reliable,Professional,Complex,Inconvenient,Expensive,Healthcare,Null
Company B,Technology,Bayamon,Medium,Trustworthy,Trustworthy,Trustworthy,Slow,Noisy,Noisy,Hospitality,Null
Company C,Technology,Caguas,Medium,Professional,Trustworthy,Trustworthy,Expensive,Complex,Inconvenient,Finance,Null
Company A,Retail,Caguas,High,Innovative,Professional,Professional,Expensive,Complex,Noisy,Retail,https://www.example.com
Company D,Retail,Ponce,Medium,Convenient,Trustworthy,Convenient,Noisy,Inconvenient,Noisy,Retail,https://www.example.com
Company A,Healthcare,Guaynabo,High,Convenient,Trustworthy,Trustworthy,Expensive,Expensive,Complex,Technology,Null
Company A,Healthcare,Bayamon,Low,Trustworthy,Innovative,Reliable,Noisy,Slow,Expensive,Hospitality,Null
Company B,Retail,San Juan,High,Professional,Innovative,Innovative,Noisy,Complex,Inconvenient,Hospitality,https://www.example.com
Company D,Technology,San Juan,Low,Convenient,Reliable,Convenient,Noisy,Noisy,Inconvenient,Retail,https://www.example.com
Company A,Retail,San Juan,Low,Reliable,Trustworthy,Professional,Noisy,Expensive,Inconvenient,Retail,https://www.example.com
Company B,Restaurant,Caguas,Medium,Innovative,Convenient,Innovative,Inconvenient,Noisy,Complex,Finance,https://www.example.com
Company B,Finance,Guaynabo,High,Trustworthy,Reliable,Convenient,Inconvenient,Complex,Inconvenient,Hospitality,https://www.example.com
Company D,Healthcare,Guaynabo,High,Reliable,Professional,Trustworthy,Noisy,Inconvenient,Expensive,Healthcare,Null
Company B,Finance,Caguas,Low,Convenient,Reliable,Innovative,Inconvenient,Noisy,Complex,Hospitality,Null
Company C,Technology,Guaynabo,High,Trustworthy,Trustworthy,Innovative,Noisy,Noisy,Noisy,Hospitality,Null
Company A,Restaurant,Guaynabo,Medium,Reliable,Trustworthy,Convenient,Noisy,Noisy,Slow,Retail,https://www.example.com
Company A,Retail,Bayamon,Low,Convenient,Reliable,Trustworthy,Expensive,Inconvenient,Inconvenient,Healthcare,Null
Company E,Restaurant,Caguas,High,Trustworthy,Reliable,Innovative,Slow,Complex,Complex,Hospitality,https://www.example.com
Company D,Healthcare,Guaynabo,High,Trustworthy,Trustworthy,Trustworthy,Inconvenient,Inconvenient,Slow,Retail,Null
Company C,Restaurant,San Juan,High,Innovative,Innovative,Innovative,Expensive,Noisy,Complex,Technology,Null
Company D,Healthcare,Caguas,Low,Convenient,Innovative,Convenient,Complex,Complex,Expensive,Retail,https://www.example.com
Company A,Finance,Guaynabo,High,Reliable,Convenient,Professional,Inconvenient,Complex,Noisy,Finance,Null
Company D,Finance,Ponce,High,Professional,Convenient,Reliable,Noisy,Noisy,Expensive,Technology,https://www.example.com
Company E,Healthcare,Caguas,High,Trustworthy,Convenient,Convenient,Inconvenient,Complex,Complex,Healthcare,https://www.example.com
Company D,Finance,Ponce,Low,Innovative,Professional,Professional,Slow,Slow,Complex,Hospitality,Null
Company A,Restaurant,San Juan,Medium,Professional,Reliable,Convenient,Inconvenient,Complex,Complex,Hospitality,https://www.example.com
Company C,Retail,San Juan,Low,Trustworthy,Professional,Convenient,Noisy,Slow,Expensive,Healthcare,Null
Company B,Restaurant,San Juan,Medium,Trustworthy,Trustworthy,Professional,Inconvenient,Slow,Slow,Hospitality,https://www.example.com
Company A,Retail,Caguas,Low,Reliable,Professional,Convenient,Inconvenient,Noisy,Noisy,Hospitality,Null
Company C,Retail,Caguas,High,Reliable,Innovative,Trustworthy,Complex,Noisy,Complex,Finance,Null
Company C,Retail,Ponce,Low,Reliable,Convenient,Convenient,Noisy,Expensive,Complex,Healthcare,https://www.example.com
Company A,Technology,San Juan,High,Professional,Reliable,Professional,Slow,Inconvenient,Slow,Hospitality,Null
Company E,Finance,Caguas,Medium,Reliable,Reliable,Professional,Expensive,Slow,Inconvenient,Finance,https://www.example.com
Company A,Restaurant,Caguas,Low,Reliable,Innovative,Trustworthy,Slow,Inconvenient,Noisy,Healthcare,Null
Company B,Restaurant,San Juan,Medium,Professional,Professional,Convenient,Noisy,Complex,Expensive,Hospitality,https://www.example.com
Company C,Finance,Guaynabo,Medium,Convenient,Innovative,Innovative,Slow,Complex,Noisy,Finance,Null
Company E,Finance,Ponce,Medium,Professional,Trustworthy,Innovative,Slow,Slow,Noisy,Hospitality,https://www.example.com
Company B,Retail,San Juan,High,Reliable,Innovative,Professional,Expensive,Noisy,Noisy,Healthcare,https://www.example.com
Company B,Healthcare,Ponce,Low,Trustworthy,Trustworthy,Professional,Inconvenient,Expensive,Complex,Technology,Null
Company A,Retail,Guaynabo,Medium,Professional,Trustworthy,Reliable,Inconvenient,Noisy,Slow,Hospitality,Null
Company E,Healthcare,Ponce,Medium,Trustworthy,Professional,Reliable,Noisy,Complex,Expensive,Finance,Null
Company C,Restaurant,San Juan,High,Convenient,Convenient,Innovative,Complex,Noisy,Noisy,Technology,Null
Company C,Retail,San Juan,Medium,Professional,Innovative,Convenient,Expensive,Noisy,Noisy,Retail,https://www.example.com
Company C,Finance,Ponce,Medium,Trustworthy,Convenient,Trustworthy,Expensive,Noisy,Inconvenient,Technology,Null
Company B,Restaurant,Caguas,High,Professional,Trustworthy,Reliable,Inconvenient,Inconvenient,Noisy,Technology,Null
Company C,Retail,San Juan,Medium,Reliable,Reliable,Convenient,Inconvenient,Expensive,Complex,Healthcare,https://www.example.com
Company A,Finance,Guaynabo,Low,Reliable,Convenient,Professional,Inconvenient,Complex,Inconvenient,Healthcare,https://www.example.com
Company B,Technology,Guaynabo,Medium,Professional,Reliable,Innovative,Slow,Complex,Slow,Healthcare,https://www.example.com
Company A,Finance,Ponce,High,Trustworthy,Trustworthy,Convenient,Complex,Complex,Noisy,Retail,https://www.example.com
Company C,Technology,Caguas,Low,Trustworthy,Reliable,Convenient,Complex,Slow,Slow,Retail,Null
Company A,Technology,Bayamon,Medium,Reliable,Trustworthy,Trustworthy,Noisy,Slow,Expensive,Finance,Null
Company D,Finance,Ponce,Low,Professional,Innovative,Reliable,Noisy,Noisy,Inconvenient,Technology,Null
Company A,Restaurant,Ponce,High,Reliable,Professional,Convenient,Noisy,Slow,Expensive,Finance,https://www.example.com
Company E,Restaurant,Bayamon,Low,Convenient,Trustworthy,Trustworthy,Complex,Slow,Complex,Technology,https://www.example.com
Company E,Technology,Caguas,Low,Professional,Professional,Innovative,Slow,Noisy,Complex,Healthcare,Null
Company A,Retail,Ponce,High,Reliable,Innovative,Professional,Expensive,Complex,Inconvenient,Healthcare,Null
Company C,Healthcare,Bayamon,Medium,Reliable,Convenient,Trustworthy,Inconvenient,Inconvenient,Noisy,Technology,https://www.example.com
Company E,Retail,Ponce,High,Trustworthy,Innovative,Convenient,Inconvenient,Complex,Inconvenient,Retail,Null
Company B,Restaurant,Caguas,High,Innovative,Reliable,Convenient,Expensive,Expensive,Expensive,Healthcare,Null
Company D,Healthcare,San Juan,Low,Reliable,Innovative,Reliable,Inconvenient,Expensive,Complex,Technology,https://www.example.com
Company C,Restaurant,Caguas,Low,Trustworthy,Convenient,Trustworthy,Noisy,Slow,Slow,Hospitality,https://www.example.com
Company A,Technology,Guaynabo,Medium,Innovative,Convenient,Reliable,Complex,Inconvenient,Inconvenient,Finance,Null
Company A,Retail,San Juan,Low,Reliable,Convenient,Convenient,Inconvenient,Noisy,Slow,Healthcare,https://www.example.com
Company B,Restaurant,San Juan,Medium,Trustworthy,Innovative,Convenient,Noisy,Expensive,Noisy,Technology,https://www.example.com
Company A,Restaurant,Bayamon,Low,Convenient,Convenient,Reliable,Complex,Complex,Slow,Retail,https://www.example.com
Company D,Restaurant,Ponce,High,Reliable,Professional,Innovative,Complex,Noisy,Inconvenient,Healthcare,https://www.example.com
Company D,Restaurant,Guaynabo,High,Convenient,Trustworthy,Trustworthy,Complex,Expensive,Complex,Healthcare,https://www.example.com
Company B,Retail,San Juan,High,Innovative,Innovative,Reliable,Complex,Complex,Complex,Finance,https://www.example.com
Company B,Restaurant,Caguas,Medium,Innovative,Reliable,Innovative,Slow,Expensive,Slow,Retail,Null
Company A,Finance,Bayamon,Low,Innovative,Reliable,Professional,Expensive,Inconvenient,Complex,Retail,Null
Company D,Finance,Caguas,High,Innovative,Trustworthy,Innovative,Inconvenient,Slow,Slow,Healthcare,Null
Company C,Retail,Caguas,High,Convenient,Convenient,Reliable,Complex,Expensive,Slow,Healthcare,Null
Company E,Restaurant,Caguas,Low,Innovative,Convenient,Professional,Inconvenient,Noisy,Complex,Healthcare,Null
Company B,Healthcare,Bayamon,Medium,Professional,Reliable,Reliable,Complex,Complex,Noisy,Hospitality,Null
Company A,Finance,Bayamon,Low,Trustworthy,Innovative,Convenient,Noisy,Noisy,Inconvenient,Technology,Null
Company C,Technology,Guaynabo,High,Reliable,Innovative,Trustworthy,Inconvenient,Complex,Complex,Hospitality,Null
Company E,Retail,Ponce,Low,Convenient,Trustworthy,Trustworthy,Inconvenient,Slow,Complex,Hospitality,Null
Company A,Restaurant,Ponce,Medium,Innovative,Innovative,Reliable,Expensive,Inconvenient,Expensive,Retail,Null
Company A,Restaurant,Ponce,High,Reliable,Professional,Trustworthy,Complex,Noisy,Slow,Hospitality,Null
Company E,Finance,Guaynabo,High,Reliable,Innovative,Trustworthy,Slow,Expensive,Noisy,Retail,https://www.example.com
Company C,Retail,Bayamon,High,Trustworthy,Innovative,Professional,Slow,Noisy,Inconvenient,Retail,https://www.example.com
Company A,Technology,San Juan,High,Trustworthy,Convenient,Innovative,Complex,Inconvenient,Complex,Retail,Null
Company D,Restaurant,San Juan,Low,Convenient,Innovative,Trustworthy,Complex,Expensive,Noisy,Finance,https://www.example.com
Company E,Technology,San Juan,Low,Convenient,Convenient,Innovative,Noisy,Complex,Inconvenient,Retail,Null
Company A,Healthcare,Caguas,High,Trustworthy,Professional,Convenient,Inconvenient,Complex,Noisy,Retail,https://www.example.com
Company B,Healthcare,San Juan,Low,Convenient,Professional,Convenient,Noisy,Complex,Complex,Retail,Null
Company B,Retail,Bayamon,High,Trustworthy,Convenient,Reliable,Inconvenient,Slow,Expensive,Healthcare,https://www.example.com
Company E,Technology,San Juan,Medium,Innovative,Trustworthy,Convenient,Slow,Inconvenient,Noisy,Retail,https://www.example.com
Company A,Restaurant,Caguas,Medium,Convenient,Reliable,Trustworthy,Expensive,Expensive,Complex,Retail,https://www.example.com
Company D,Healthcare,San Juan,Medium,Innovative,Professional,Reliable,Expensive,Expensive,Inconvenient,Hospitality,Null
Company E,Retail,Guaynabo,High,Innovative,Professional,Reliable,Slow,Inconvenient,Slow,Retail,Null
Company C,Healthcare,Guaynabo,Medium,Professional,Trustworthy,Trustworthy,Inconvenient,Inconvenient,Complex,Finance,https://www.example.com
Company D,Retail,Bayamon,Low,Innovative,Convenient,Innovative,Slow,Complex,Expensive,Finance,https://www.example.com
Company B,Technology,Ponce,High,Reliable,Reliable,Reliable,Slow,Slow,Expensive,Finance,https://www.example.com
Company D,Restaurant,Caguas,Medium,Reliable,Professional,Innovative,Complex,Complex,Complex,Hospitality,Null
Company E,Restaurant,Ponce,Low,Professional,Professional,Convenient,Noisy,Expensive,Noisy,Finance,https://www.example.com
Company C,Finance,Bayamon,Medium,Reliable,Trustworthy,Convenient,Inconvenient,Inconvenient,Complex,Healthcare,https://www.example.com
Company A,Restaurant,Caguas,Low,Innovative,Reliable,Convenient,Expensive,Noisy,Noisy,Retail,https://www.example.com
Company D,Restaurant,Caguas,Medium,Convenient,Innovative,Innovative,Expensive,Complex,Noisy,Retail,https://www.example.com
Company C,Retail,Bayamon,Medium,Trustworthy,Innovative,Trustworthy,Expensive,Complex,Inconvenient,Healthcare,https://www.example.com
Company B,Retail,Guaynabo,High,Reliable,Reliable,Reliable,Inconvenient,Complex,Slow,Retail,https://www.example.com
Company C,Technology,Bayamon,Low,Reliable,Innovative,Professional,Noisy,Slow,Expensive,Finance,Null
Company A,Restaurant,San Juan,High,Reliable,Innovative,Innovative,Complex,Complex,Inconvenient,Finance,Null
Company B,Finance,Caguas,Low,Professional,Convenient,Convenient,Complex,Expensive,Expensive,Hospitality,Null
Company A,Technology,Bayamon,Medium,Convenient,Trustworthy,Professional,Inconvenient,Slow,Slow,Healthcare,Null
Company B,Technology,Ponce,Low,Convenient,Reliable,Reliable,Complex,Complex,Complex,Healthcare,https://www.example.com
Company C,Healthcare,Guaynabo,Medium,Reliable,Reliable,Professional,Slow,Inconvenient,Expensive,Finance,https://www.example.com
Company E,Retail,Guaynabo,Low,Trustworthy,Professional,Reliable,Slow,Noisy,Slow,Technology,https://www.example.com
Company C,Healthcare,Ponce,Low,Reliable,Trustworthy,Reliable,Noisy,Noisy,Inconvenient,Healthcare,https://www.example.com
Company E,Retail,Bayamon,High,Convenient,Trustworthy,Convenient,Complex,Noisy,Noisy,Hospitality,Null
Company B,Healthcare,Ponce,Low,Professional,Professional,Innovative,Slow,Noisy,Complex,Technology,Null
Company D,Healthcare,San Juan,High,Professional,Innovative,Professional,Inconvenient,Expensive,Complex,Finance,Null
Company A,Healthcare,Bayamon,Medium,Professional,Professional,Innovative,Slow,Slow,Inconvenient,Technology,Null
Company E,Technology,Ponce,Medium,Convenient,Reliable,Reliable,Noisy,Slow,Noisy,Retail,https://www.example.com
Company D,Technology,San Juan,Low,Professional,Trustworthy,Trustworthy,Slow,Noisy,Slow,Technology,Null
Company A,Technology,Guaynabo,High,Reliable,Professional,Reliable,Expensive,Complex,Inconvenient,Finance,https://www.example.com
Company D,Finance,Ponce,High,Professional,Professional,Professional,Slow,Noisy,Expensive,Hospitality,Null
Company C,Restaurant,Ponce,Low,Convenient,Trustworthy,Trustworthy,Slow,Complex,Noisy,Technology,Null
Company B,Healthcare,Bayamon,Medium,Reliable,Reliable,Innovative,Expensive,Inconvenient,Complex,Retail,https://www.example.com
Company D,Technology,Bayamon,High,Convenient,Innovative,Innovative,Inconvenient,Complex,Slow,Technology,Null
Company E,Finance,San Juan,High,Reliable,Convenient,Reliable,Noisy,Noisy,Expensive,Finance,Null
Company E,Finance,Guaynabo,Medium,Trustworthy,Professional,Reliable,Noisy,Complex,Inconvenient,Technology,https://www.example.com
Company C,Technology,San Juan,Medium,Professional,Reliable,Innovative,Noisy,Expensive,Expensive,Healthcare,Null
Company B,Finance,Ponce,High,Reliable,Innovative,Innovative,Expensive,Complex,Expensive,Technology,Null
Company D,Restaurant,Bayamon,High,Reliable,Trustworthy,Innovative,Expensive,Expensive,Expensive,Healthcare,Null
Company A,Retail,Caguas,Low,Reliable,Trustworthy,Professional,Slow,Inconvenient,Noisy,Hospitality,https://www.example.com
Company A,Healthcare,Caguas,Low,Convenient,Innovative,Convenient,Slow,Inconvenient,Slow,Hospitality,https://www.example.com
Company E,Retail,Bayamon,Low,Convenient,Professional,Convenient,Inconvenient,Complex,Inconvenient,Technology,https://www.example.com
Company B,Finance,Bayamon,High,Trustworthy,Innovative,Convenient,Complex,Expensive,Slow,Finance,Null
Company B,Technology,San Juan,Medium,Innovative,Trustworthy,Reliable,Slow,Expensive,Noisy,Healthcare,https://www.example.com
Company D,Retail,Caguas,Low,Trustworthy,Reliable,Convenient,Inconvenient,Slow,Inconvenient,Hospitality,https://www.example.com
Company B,Finance,Bayamon,Medium,Innovative,Professional,Reliable,Expensive,Complex,Noisy,Retail,https://www.example.com
Company A,Restaurant,Guaynabo,Medium,Professional,Innovative,Innovative,Expensive,Complex,Noisy,Hospitality,Null
Company B,Finance,Ponce,Medium,Innovative,Professional,Professional,Slow,Slow,Slow,Healthcare,https://www.example.com
Company D,Technology,San Juan,Medium,Innovative,Trustworthy,Professional,Slow,Noisy,Expensive,Finance,https://www.example.com
Company A,Technology,Bayamon,Medium,Convenient,Trustworthy,Reliable,Slow,Complex,Noisy,Hospitality,Null
Company A,Healthcare,San Juan,High,Trustworthy,Professional,Reliable,Complex,Expensive,Noisy,Hospitality,Null
Company E,Healthcare,Ponce,High,Trustworthy,Innovative,Convenient,Expensive,Noisy,Complex,Hospitality,https://www.example.com
Company D,Technology,Caguas,Medium,Convenient,Reliable,Innovative,Complex,Noisy,Inconvenient,Hospitality,https://www.example.com
Company A,Finance,Guaynabo,Medium,Innovative,Trustworthy,Convenient,Noisy,Slow,Noisy,Finance,Null
Company E,Healthcare,San Juan,Low,Professional,Reliable,Professional,Expensive,Noisy,Expensive,Healthcare,Null
Company B,Retail,Bayamon,High,Reliable,Innovative,Professional,Expensive,Slow,Slow,Hospitality,Null
Company D,Finance,Ponce,Low,Innovative,Convenient,Trustworthy,Noisy,Slow,Expensive,Healthcare,Null
Company D,Restaurant,Guaynabo,Medium,Professional,Convenient,Convenient,Slow,Inconvenient,Noisy,Hospitality,Null
Company B,Healthcare,Guaynabo,High,Innovative,Convenient,Reliable,Inconvenient,Expensive,Inconvenient,Retail,https://www.example.com
Company A,Finance,Bayamon,Low,Professional,Professional,Trustworthy,Inconvenient,Noisy,Expensive,Retail,Null
Company E,Finance,Guaynabo,High,Reliable,Innovative,Reliable,Complex,Noisy,Noisy,Retail,Null
Company E,Healthcare,Guaynabo,Low,Convenient,Reliable,Professional,Complex,Noisy,Expensive,Hospitality,https://www.example.com
Company E,Technology,San Juan,Low,Innovative,Innovative,Reliable,Inconvenient,Slow,Expensive,Finance,Null
Company C,Finance,San Juan,Medium,Convenient,Professional,Professional,Complex,Complex,Complex,Technology,https://www.example.com
Company E,Finance,San Juan,High,Innovative,Reliable,Innovative,Inconvenient,Complex,Slow,Healthcare,https://www.example.com
Company D,Restaurant,Ponce,High,Professional,Professional,Professional,Inconvenient,Noisy,Slow,Retail,https://www.example.com
Company C,Restaurant,Bayamon,Low,Professional,Trustworthy,Convenient,Slow,Slow,Expensive,Technology,Null
Company A,Healthcare,Ponce,Low,Innovative,Professional,Trustworthy,Noisy,Noisy,Complex,Healthcare,https://www.example.com
Company E,Healthcare,Guaynabo,High,Professional,Convenient,Innovative,Inconvenient,Inconvenient,Expensive,Healthcare,Null
Company A,Finance,Bayamon,High,Trustworthy,Innovative,Professional,Expensive,Expensive,Complex,Technology,Null
Company A,Restaurant,Bayamon,Medium,Reliable,Innovative,Innovative,Noisy,Expensive,Slow,Technology,https://www.example.com
Company C,Restaurant,Bayamon,Medium,Innovative,Trustworthy,Trustworthy,Inconvenient,Slow,Complex,Hospitality,https://www.example.com
